Labels,Document Files,Issue Number,Title,Contributor1,Contributor2
Feature-request,telemetry.md,89301,Enable telemetry for Auth,Park,Cho
Feature-request,userinterface.md,89243,Expose a dropdown on the sidebar for extensions,Park,Cho
Feature-request,debugging.md,89179,"Allow ""files.associations"" as a resource setting",Park,Cho
Feature-request,json.md,89120,Soft-wrap JSON following a newline \n in a string,Park,Cho
Feature-request,userinterface.md,89048,Seeding Search view from Find Widget,Park,Cho
Feature-request,themes.md,89044,Highlighting text should also highlight its counterpart in Watch dropdown,Park,Cho
Feature-request,integrated-terminal.md,88942,"Integrated terminal not triggering zsh's ""alt"" bindkeys?",Park,Cho
Feature-request,userinterface.md,88925,provider UI for launch.json and task.json,Park,Cho
Feature-request,extension-gallery.md,88885,Readonly ranges/lines in the editors,Park,Cho
Feature-request,javascript.md,88844,Disable editor.acceptSuggestionOnCommitCharacter by default,Park,Cho
Feature-request,userinterface.md,88802,Improve UI view for arguments in settings,Park,Cho
Feature-request,userinterface.md,88749,Consider adding a status bar for suggest widget,Park,Cho
Feature-request,accessibility.md,88695,Using the file compare tool with screen readers needs some attention,Park,Cho
Feature-request,codebasics.md,88627,[folding] seperate color for line numbers at collapsed row,Park,Cho
Feature-request,settings-sync.md,88625,Settings Sync: No way to specify a platform specific extension,Park,Cho
Feature-request,command-line.md,88504,Launch vscode from cli with custom variables for extension,Park,Cho
Feature-request,tasks.md,88471,Auto run task on file open/focus,Park,Cho
Feature-request,keybindings.md,88323,Make it easier to define platform-specific keybindings,Park,Cho
Feature-request,settings-sync.md,88291,Handle default platform settings while syncing,Park,Cho
Feature-request,debugging.md,88230,Allow debug extensions to provide configurations to display in Select and Start Debugging,Park,Cho
Feature-request,codebasics.md,88151,[folding] markdown Folding and Surrounding config issues,Park,Cho
Feature-request,userinterface.md,88118,Support follow-mode editor layout,Park,Cho
Feature-request,userdefinedsnippets.md,88104,Quick suggestions for snippet prefixes that aren't word characters,Park,Cho
Feature-request,keybindings.md,87964,A setting to disable all default keybindings.,Park,Cho
Feature-request,versioncontrol.md,87944,Diff editor: Differentiate unimportant differences,Park,Cho
Feature-request,intellisense.md,87895,Add custom character for auto bracket matching.,Park,Cho
Feature-request,userinterface.md,87887,Repo grouping (folders) in Workspace,Park,Cho
Feature-request,debugging.md,87845,Improve task debugging by giving more context,Park,Cho
Feature-request,userinterface.md,87724,"Add ""Compare with Saved"" to context menu of tabs",Park,Cho
Feature-request,codebasics.md,87702,[folding] Allow folding controls to be themeable,Park,Cho
Feature-request,themes.md,87475,Option to hide setting icon in sidebar,Park,Cho
Feature-request,userinterface.md,87362,Add a setting or command to split editor groups and not move focus,Park,Cho
Feature-request,debugging.md,87317,Show debug controls panel on sidebar,Park,Cho
Feature-request,userinterface.md,87280,Single area layout with tabbed Editor Side Bar and Panels.,Park,Cho
Feature-request,versioncontrol.md,87278,[feature] different list styling for quickinput,Park,Cho
Feature-request,codebasics.md,87204,Add a command to add multicursors to all Highlight Occurences,Park,Cho
Feature-request,json.md,1272,[json] json.schemas setting has no scheme / code complete,Chang,Cho
Feature-request,json.md,4630,[json] provide intellisense for version in bower.json dependencies,Chang,Cho
Feature-request,markdown.md,5047,Support to scroll markdown preview with source scrolling,Chang,Cho
Feature-request,markdown.md,7638,No markdown preview button when a file is not named ending with .md,Chang,Cho
Feature-request,json.md,7730,[json] Referencing **local** JSON schema from another local schema,Chang,Cho
Feature-request,markdown.md,11851,Embedded language support in Markdown,Chang,Cho
Feature-request,typescript.md,13039,No div completion on Template literals inside of ES6/TS files,Chang,Cho
Feature-request,markdown.md,14538,Allow saving markdown preview as an HTML document,Chang,Cho
Feature-request,html.md,14920,[html] intellisense in style attributes,Chang,Cho
Feature-request,markdown.md,20804,Can markdown preview support UML graph £¿,Chang,Cho
Feature-request,json.md,24321,[json] IntelliSense don't work for @angular in package.json,Chang,Cho
Feature-request,userdefinedsnippets.md,25173,feature request: add a TM_FILENAME_BASE and TM_FILENAME_EXT or similar variables for snippets,Chang,Cho
Feature-request,markdown.md,28297,Implement download button for the MarkDown preview HTML,Chang,Cho
Feature-request,markdown.md,28916,Feature Request: render emoji in Markdown Preview,Chang,Cho
Feature-request,json.md,33083,[json] Provide a flag in json schema to ignore a property in proposals,Chang,Cho
Feature-request,markdown.md,33714,Detect Markdown references links,Chang,Cho
Feature-request,intellisense.md,35732,Support import intellisense in <script> tags in .html files,Chang,Cho
Feature-request,intellisense.md,37284,Auto imports: not suggested if local type exists,Chang,Cho
Feature-request,javascript.md,38087,"[angular] CTRL+click to open link & data-ng-include=""""",Chang,Cho
Feature-request,userdefinedsnippets.md,38459,Feature request: More snippet options,Chang,Cho
Feature-request,userdefinedsnippets.md,43140,Additional date-based snippet variables,Chang,Cho
Feature-request,typescript.md,44111,[Typescript][Feature] Automatically add inferred types to code,Chang,Cho
Feature-request,json.md,46322,[json] support JSON schema draft 7,Chang,Cho
Feature-request,typescript.md,47727,Typescript: sort auto-complete results by priority,Chang,Cho
Feature-request,typescript.md,52499,Support TypeScript CompletionInfo,Chang,Cho
Feature-request,typescript.md,54215,Allow click on tsconfig references paths,Chang,Cho
Feature-request,html.md,55213,Support underscore in html attribute names,Chang,Cho
Feature-request,json.md,56079,[json] add setting `json.validation.enable`,Chang,Cho
Feature-request,markdown.md,57104,Add code folding in markdown based on bullet point hierarchy level,Chang,Cho
Feature-request,html.md,69318,Show description for HTML event and aria attributes,Chang,Cho
Feature-request,settings.md,58385,Clean up JavaScript and TypeScript suggest settings,Chang,Cho
Feature-request,userinterface.md,58503,"Have a ""Copy Relative Path"" in the context menu (explorer tab)",Chang,Cho
Feature-request,themes.md,59567,Syntax highlighting for json5 in markdown,Chang,Cho
Feature-request,keybindings.md,60276,Add keybinding commands to open files in preview or non-preview mode,Chang,Cho
Feature-request,tasks.md,62728,Option to run tasks without problem matchers or tasks.json,Chang,Cho
Feature-request,userinterface.md,63892,"[Feature Request] Add ""rename this file"" to right-click menu of tab bar and explorer bar",Chang,Cho
Feature-request,html.md,66230,HTML attribute completion description,Chang,Cho
Feature-request,tasks.md,64385,Should task user input be shell escaped?,Chang,Cho
Feature-request,userdefinedsnippets.md,65145,File \ Preferences \ User Snippets gets confused if workspace uses a FileSystemProvider,Chang,Cho
Feature-request,typescript.md,65195,[TypeScript] Required properties should be on top of suggest,Chang,Cho
Feature-request,integrated-terminal.md,65710,Find in Terminal: Allow finding multiple instances on the same line,Chang,Cho
Feature-request,markdown.md,65780,Add option to disable markdown highlighting in JSDoc comments,Chang,Cho
Feature-request,userinterface.md,66497,Explorer: support filtering,Chang,Cho
Feature-request,typescript.md,67847,`<` and `>` are not matched in TypeScript,Chang,Cho
Feature-request,userinterface.md,71239,Allow to drop a folder into the explorer to copy it in,Chang,Cho
Feature-request,intellisense.md,72423,Support smart select for JavaScript and TypeScript,Chang,Cho
Feature-request,intellisense.md,74798,Intellisense Add an option to delay validation (and thus wavy lines in code).,Chang,Cho
Feature-request,integrated-terminal.md,76175,Terminal: Ctrl/Cmd + Click does not trigger port forwarding,Chang,Cho
Feature-request,userinterface.md,76264,Pasting a file into a folder via the explorer should expand the folder,Chang,Cho
Feature-request,tasks.md,76518,Implement resolveTask in grunt extension,Chang,Cho
Feature-request,javascript.md,76592,proper JSDocs for function signatures using destructuring,Chang,Cho
Feature-request,userinterface.md,76752,Broken workflow: return to the old incremental numbering behaviour when pasting files,Chang,Cho
Feature-request,intellisense.md,76771,[config] `markdownDescription` is missing from autocomplete for nested properties,Chang,Cho
Feature-request,tasks.md,78147,Configure task action should reveal the newly added task and position the cursor there,Chang,Cho
Feature-request,userinterface.md,79205,Explorer tree does not show correct content when connected to case sensitive file system on a case insensitive platform,Chang,Cho
Feature-request,integrated-terminal.md,79572,bash.exe / zsh.exe on Windows should `--login` arg defaultly.,Chang,Cho
Feature-request,integrated-terminal.md,81447,Feature: paste on right click regardless of selection,Chang,Cho
Feature-request,userinterface.md,83396,Move Folder Prompt,Chang,Cho
Feature-request,userdefinedsnippets.md,83834,Adopt insert&replace range for snippet completions,Chang,Cho
Feature-request,integrated-terminal.md,84949,WebGL Terminal Renderer,Chang,Cho
Feature-request,json.md,85383,Allow json edit to support inserting in array at a given index,Chang,Cho
Feature-request,settings-sync.md,85618,Settings sync disable and delete data command,Chang,Cho
Feature-request,keybindings.md,86065,Tunnels view: keyboard shortcuts missing,Chang,Cho
Feature-request,settings-sync.md,86069,sync settings: resolve conflict complete button is too hidden,Chang,Cho
Feature-request,settings-sync.md,86917,Ignore machine scoped settings while syncing,Chang,Cho
Feature-request,javascript.md,86985,"[Feature Request] Allow ""jsconfig.json"" within "".vscode"" directory",Chang,Cho
Feature-request,html.md,88838,[html] Mirror cursor doesn't work inside a script tag where type is set to text/html,Chang,Cho
Feature-request,tasks.md,89273,$tsc-watch pattern is too strict,Chang,Cho
Feature-request,intellisense.md,89303,Remove vertical line/cursor after using auto-completion in html file,Chang,Cho
Feature-request,settings-sync.md,90088,Move sync configuration from settings to storage,Chang,Cho
Feature-request,settings-sync.md,90218,Improve error handling in settings sync,Chang,Cho
Feature-request,userinterface.md,90533,"Improve ""Open editors"" Feature View",Chang,Cho
Feature-request,settings-sync.md,91078,Enable local backups for all resource,Chang,Cho
Feature-request,javascript.md,92074,[JS] Expose JSDoc creation as a command,Chang,Cho
Feature-request,userinterface.md,92090,Explorer should show hidden files and their path if they are opened,Chang,Cho
Bug,debugging.md,91499,Debug start view: Not shown after deleting launch.json,Eun,Cho
Bug,themes.md,92245,A Font issue,Eun,Cho
Bug,userinterface.md,92384,SearchEditor does not respect `search.useIgnoreFiles`,Eun,Cho
Bug,userinterface.md,91478,"Search Editor peek say ""Definitions ()""",Eun,Cho
Bug,userinterface.md,91287,Panel read only indicator doesn't display correctly for first line,Eun,Cho
Bug,integrated-terminal.md,91233,Follow link doesn't work for local file in terminal,Eun,Cho
Bug,integrated-terminal.md,90903,Terminal's selection is wrong visually after resizing terminal,Eun,Cho
Bug,integrated-terminal.md,91204,Terminal not scrolling down,Eun,Cho
Bug,userinterface.md,91453,Search editor doesn't play nice with provided links?,Eun,Cho
Bug,themes.md,89680,Taskbar Icon not showing after Windows Update,Eun,Cho
Bug,markdown.md,89930,Markdown preview jumps a bit on every keystroke,Eun,Cho
Bug,emmet.md,89821,Emmet match tag not work with comments inside tags and Typescript inferred types,Eun,Cho
Bug,themes.md,90486,Editors show generic icon until they are loaded,Eun,Cho
Bug,ssh.md,89431,TreeError logged when choosing 'Change Label' or 'Set Local Port',Eun,Cho
Bug,settings.md,89247,Settings bad layout after toggling v/h editor layout,Eun,Cho
Bug,accessibility.md,89570,Screen reader does not read documentation link,Eun,Cho
Bug,themes.md,88974,The match tag's highlighting doesn't work properly,Eun,Cho
Bug,settings.md,88703,Setting format error not reported in Settings UI,Eun,Cho
Bug,integrated-terminal.md,88529,Terminal.open was called on an element that was not attached to the DOM,Eun,Cho
Bug,emmet.md,88509,Emmet: ?plus? modifier,Eun,Cho
Bug,html.md,88072,[html] mirror cursor: pasting a full line will copy the full line twice,Eun,Cho
Bug,userinterface.md,87446,"Editor limit: running ""Save As"" will close one editor when limit reached",Eun,Cho
Bug,codebasics.md,86769,Clicking on List Widget triggers opening twice,Eun,Cho
Bug,accessibility.md,86713,symbol text can not display fully when it too long,Eun,Cho
Bug,versioncontrol.md,86392,Open File' missing from img diff,Eun,Cho
Bug,markdown.md,86332,Markdown word not highlighting when using underscore to mark italic,Eun,Cho
Bug,themes.md,86299,[themes] IconTheme doesn't work with spaces in names,Eun,Cho
Bug,userinterface.md,86192,Extension View's publisher have greyscale rendering,Eun,Cho
Bug,integrated-terminal.md,86142,Terminal minimum contrast ratio not met for dom renderer b,Eun,Cho
Bug,settings-sync.md,86083,Sync: Have an option to copy the Sign In link,Eun,Cho
Bug,userinterface.md,86028,New folder/file collapsed,Eun,Cho
Bug,userinterface.md,86026,Firefox: custom dropdown renders not needed inner focus box,Eun,Cho
Bug,userinterface.md,85124,Menu can be lost,Eun,Cho
Bug,markdown.md,85015,markdown extension does not open relative links in remote env,Eun,Cho
Bug,markdown.md,88416,In markdown hover hr overlaps following codeblock,Eun,Cho
Bug,debugging.md,85441,Variable bebug hovers don't work after optional chaining,Eun,Cho
Bug,windows.md,88626,Closing VS Code with pending update reopens vs code after update,Eun,Cho
Bug,keybindings.md,82592,Web: Webview is stealing keybindings,Eun,Cho
Bug,markdown.md,80656,Markdown: Find widget arrows look disabled,Eun,Cho
Bug,accessibility.md,79339,Accessibility: tabbing in an opened combobox sends the cursor to the first item in the document instead of next,Eun,Cho
Bug,accessibility.md,71952,Accessibility of settings is poor,Eun,Cho
Bug,settings.md,58923,Settings: Utilize Button for all 'Edit settings.json' link,Eun,Cho
Bug,settings.md,79911,Custom data settings: User level setting,Eun,Cho
Bug,typescript.md,47386,Task: Typescript errors disappear after document closed,Eun,Cho
Bug,windows.md,52855,VS Code was lost on shutdown with pending update,Eun,Cho
Bug,debugging.md,66801,Input variables only work with one configuration in a compound launch config,Eun,Cho
Bug,userinterface.md,49211,"Process Explorer: ""CPU %"" column french name is too long: ""% PROCESSEUR""",Eun,Cho
Bug,integrated-terminal.md,21125,Terminal link detection issues,Eun,Cho
Bug,windows.md,43949,VS Code will not update (stuck on preparing to install page),Eun,Cho
bug,debugging.md,91955,Debug start view: content order reversed,Yang,Cho
bug,accessibility.md,91603,Accessibility: Enter on Extension Item doesn't focus the Extension Editor,Yang,Cho
bug,javascript.md,34,Javascript - regular expressions are not colored - Javascript mode instantiated twice,Yang,Cho
bug,keybindings.md,464,not working key-binding with JIS Keyboard,Yang,Cho
bug,typescript.md,1052,Incorrect error in TypeScript code,Yang,Cho
bug,accessibility.md,91602,Accessibility: View title bar is not accessible with Orca,Yang,Cho
bug,javascript.md,1590,JSDoc Comment seen as code error in JavaScript,Yang,Cho
bug,debugging.md,91975,Command Palette still shows View: Show Debug,Yang,Cho
bug,codebasics.md,2023,De-indenting does not update visible workspace position to show cursor,Yang,Cho
bug,themes.md,1850,Text highlighted with double click intermittently can't be edited,Yang,Cho
bug,debugging.md,2215,Debug: Breakpoints not center aligned (Windows),Yang,Cho
bug,debugging.md,2216,Debug: Hover shows up empty for complex objects with no children,Yang,Cho
bug,typescript.md,2225,TypeScript mode created to eagerly which results in unnecessary plugin activation,Yang,Cho
bug,debugging.md,91899,Height in debug console broken,Yang,Cho
bug,debugging.md,2467,debug console shouldn't show up on every debug launch,Yang,Cho
bug,json.md,2468,[json] Intellisense Provides Strange Suggestions In Property Value,Yang,Cho
bug,debugging.md,91924,Bad layout in debug console with long console message location,Yang,Cho
bug,keybindings.md,2988,Improperly serialized keybindings,Yang,Cho
bug,python.md,1467,[python] syntax highlighting breaks on function annotations,Yang,Cho
bug,editingevolved.md,3261,[folding] Please do not call setHiddenAreas on each model change!,Yang,Cho
bug,themes.md,3284,Show Debug Console icon is broken in High Contrast theme,Yang,Cho
bug,themes.md,3311,QuickOpen: icon overlaps with 'recently opened',Yang,Cho
bug,keybindings.md,3386,Restart and Stop actions have no keybindings,Yang,Cho
bug,debugging.md,3517,Error message for mistype environment variable is confusing,Yang,Cho
bug,csharp.md,1659,[css] @namespace is not syntax highlighted,Yang,Cho
bug,debugging.md,3483,Breakpoint actions should only be enabled when there are breakpoints to reapply/deactivate,Yang,Cho
bug,php.md,3978,[php] PHP globals hovers on html tag,Yang,Cho
bug,css.md,2573,[sass] syntax error inside @media using child or sibling selectors,Yang,Cho
bug,debugging.md,4188,console.log from debug session,Yang,Cho
bug,debugging.md,91466,Debug start view: No completion or documentation for valid `view` values,Yang,Cho
bug,codebasics.md,4176,Column selection does not cover folded text,Yang,Cho
bug,themes.md,6690,Changing viewlets too quickly does not change view,Yang,Cho
bug,markdown.md,8259,Markdown: coloring wrong after fenced code block,Yang,Cho
bug,editingevolved.md,3403,[folding] Fold action should work on all cursors,Yang,Cho
bug,themes.md,8390,Syntax highlighting example does not highlight syntax,Yang,Cho
bug,userinterface.md,8995,contextmenu,Yang,Cho
bug,codebasics.md,12820,"Find and Replace: ""Find in selection"" includes current line of multi-line selection",Yang,Cho
bug,themes.md,14002,Split editor icon,Yang,Cho
bug,codebasics.md,4905,Column-Select is biased to the right - this is inconsistent with traditional shift-select behaviour,Yang,Cho
bug,keybindings.md,24022,Keybinding conflict with Tasks,Yang,Cho
bug,keybindings.md,28099,Keybindings editor gets focus when making changes in keybindings.json,Yang,Cho
bug,debugging.md,91471,Debug start view: rendering order not guaranteed,Yang,Cho
bug,userinterface.md,25354,Context menu triggered when tree has focus selects an item,Yang,Cho
bug,codebasics.md,29400,multi-cursor toggle modifier action has a confusing name,Yang,Cho
bug,debugging.md,35898,Debug status bar item lacks mouse over feedback,Yang,Cho
bug,editingevolved.md,3211,[folding] Fold All has no effect,Yang,Cho
bug,codebasics.md,43238,Large number of Multi-Cursor hangs on brackets,Yang,Cho
bug,debugging.md,43648,Debugging not working in 1.20,Yang,Cho
Feature-request,userinterface.md,68943,Alt+Click on Explorer file panel header should collapse all folders,Lee,Heo
Feature-request,userinterface.md,18109,Add expand all / collapse all support for file explorer folders.,Lee,Heo
Feature-request,userinterface.md,9456,Explorer: allow to expand a sub-tree fully via Alt-click,Lee,Heo
Feature-request,codebasics.md,65219,"populate the ""go to line"" dialog with the current line number",Park,Heo
Feature-request,codebasics.md,52429,Line numbers not read out while reading the code in the editor,Park,Heo
Bug,accessibility.md,52190,"[Accessibility]A11y_VSCode_ViewOutput_ScreenReader: Jaws does not announce ""cannot edit in read only editor"" when we type something in editor.",Park,Heo
Bug,accessibility.md,52270,[Accessibility]A11y_VSCode_ViewIntegratedTerminal_ScreenReader: Jaws does not read the information that displays in the editor.,Park,Heo
Bug,accessibility.md,52007,[Accessibility]A11y_VSCode_ViewProblems_ScreenReader: NVDA does not read the selected text when we switch to Editor.,Park,Heo
Bug,accessibility.md,52176,[Accessibility]A11y_VSCode_ConfigureDefaultBuildTask_ScreenReader:Jaws is not reading the placeholder text.,Park,Heo
Bug,accessibility.md,52195,"[Accessibility]A11y_VSCode_ViewOutput_ScreenReader: Jaws does not read the ""role"" of the combobox and instruction to open it.",Park,Heo
Feature-request,userinterface.md,55780,Cursor color to distinguish between solitary cursors and groups of cursors,Lee,Heo
Feature-request,codebasics.md,6995,Scroll/Reveal when there are multiple cursors,Lee,Heo
Feature-request,codebasics.md,11809,Move line up/down should support multiple cursors,Lee,Heo
Feature-request,codebasics.md,67841,Show number of matching occurrences,Lee,Heo
Bug,settings-sync.md,65347,"Option so ""match whole word"" becomes effectively ""match whole name"" (exact match)",Lee,Heo
Bug,codebasics.md,59961,"""Select all occurrences of find match"" selects all in file even when ""find in selection"" is enabled?",Lee,Heo
Feature-request,codebasics.md,28186,Column Selection by Middle Mouse Button (Sublime Style),Cho,Heo
Feature-request,codebasics.md,27916,Alt-selection doesnt work,Cho,Heo
Feature-request,codebasics.md,5402,Improved column selection (Alt+select),Cho,Heo
Bug,codebasics.md,11830,Column mode selection behavior is inconsistent with user expectations,Cho,Heo
Feature-request,keyboard-shortcuts.md,3130,Allow customization of mouse shortcuts,Cho,Heo
Feature-request,keyboard-shortcuts.md,11956,Modify shortcuts of multiple-line edit,Cho,Heo
Feature-request,keyboard-shortcuts.md,57113,Ctrl+click to select code,Cho,Heo
Bug,codebasics.md,3091,Multiple cursors binding,Cho,Heo
Bug,keybindings.md,6879,How to rebind alt+click ??,Cho,Heo
Bug,codebasics.md,6769,multi-cursor editing stops working on ubuntu,Cho,Heo
Feature-request,codebasics.md,6472,[folding] Shift-Click to Unfold All Nested,Cho,Heo
Feature-request,codebasics.md,67678,Auto-indent on closing brace,Lee,Heo
Bug,codebasics.md,40235,Closing Brace auto-indent doesn't work properly,Lee,Heo
Feature-request,codebasics.md,65334,Support multiline search for file local search,Lee,Heo
Feature-request,codebasics.md,15727,Better UI for Multiline Search & Replace in a single file,Lee,Heo
Feature-request,codebasics.md,40523,[Feature Request] Improve search usability by merging the global and local search widgets?,Lee,Heo
Feature-request,codebasics.md,64466,Arrow navigating search history + multiline search input,Lee,Heo
Feature-request,codebasics.md,41728,Right clicking column selection cancels selection,Park,Heo
Feature-request,codebasics.md,22235,Make column selection work on the model not the view model,Park,Heo
Feature-request,debugging.md,64445,Feature request: Aggregated debug console,Lee,Heo
Bug,debugging.md,61273,Debug Console doesn't update output when hidden,Lee,Heo
Bug,debugging.md,60034,Test: multiple debug consoles?,Lee,Heo
Feature-request,debugging.md,71515,Call Stack should be able to render from both sides,Park,Heo
Bug,debugging.md,68474,"Debugger call stack sometimes is missing frames with no ""Load More Stack Frames"" button",Park,Heo
Bug,debugging.md,67791,Call Stack appears broken,Park,Heo
Feature-request,debugging.md,71310,Automatic log expressions for Logpoints (Print debugging),Park,Heo
Feature-request,debugging.md,67897,Logpoint intellisense is not complete,Park,Heo
Feature-request,json.md,61122,launch.json autocompletion in configurations.compounds.configurations doesn't update until the file is saved,Park,Heo
Bug,intellisense.md,59821,Slow code navigation and autocomplete,Park,Heo
Feature-request,debugging.md,60057,Allow extensions to provide contributed/detected launch configurations,Park,Heo
Feature-request,debugging.md,69752,Do not show single-thread in Call Stack during multi-session debugging,Park,Heo
Bug,debugging.md,68277,Call Stack window doesn't scroll to the active thread when a breakpoint is hit,Park,Heo
Bug,debugging.md,69606,Call stack: ensure thread status is displayed when label is long,Park,Heo
Feature-request,debugging.md,68276,"Call Stack ""Paused On Breakpoint"" UI not visible for long thread names",Park,Heo
Feature-request,debugging.md,69504,Debug console evaluation moves editor focus to current (to be executed next) line,Park,Heo
Feature-request,emmet.md,69041,Emmet expansion not working for jsx tags inside other jsx tag prop,Park,Heo
Bug,themes.md,65921,JSX tag highlighting broken,Park,Heo
Feature-request,emmet.md,66107,Emmet expansion with React components,Park,Heo
Feature-request,emmet.md,53499,Improve custom emmet snippets editing experience,Park,Heo
Bug,emmet.md,50997,"Emmet for VSCode is ""slow""",Park,Heo
Feature-request,emmet.md,40096,Wrap with abbreviation history,Park,Heo
Bug,emmet.md,53349,Emmet not working,Park,Heo
Feature-request,emmet.md,46006,Remember last abbreviations used in wrap with abbreviation.,Park,Heo
Feature-request,emmet.md,33121,Feature request - need more icons in snippets list (for Emmet custom snippets etc.),Park,Heo
Feature-request,emmet.md,32346,Emmet snippets -> to the TOP of snippets list,Park,Heo
Feature-request,css.md,71002,Why doesn't work emmet media query? Specifically @m and @media?,Park,Heo
Feature-request,css.md,61125,[css] Autocomplete for media queries,Park,Heo
Feature-request,css.md,62333,Add @media and @supports to CSS breadcrumbs,Park,Heo
Feature-request,userinterface.md,69958,Workspace-level enabled extensions,Park,Heo
Feature-request,userinterface.md,68527,Explore Extensions Management UX,Park,Heo
Bug,settings.md,71622,Link in the editor with the `vscode:` URI scheme is parsed as `file://vscode:...`,Park,Heo
Feature-request,settings.md,58641,Open settings editor from link with URI handler,Park,Heo
Feature-request,extension-gallery.md,67603,Extension should show up in the installed extensions list as soon as it's installed,Park,Heo
Feature-request,extension-gallery.md,66931,Improve UX for Post extension install/uninstall/enable/disable,Park,Heo
Feature-request,extension-gallery.md,64671,Extension Pack: Enabled/Disabled list: Show depending extensions as subitems,Park,Heo
Bug,extension-gallery.md,64044,Disabling members of an extension pack.,Park,Heo
Bug,extension-gallery.md,61430,Extension Pack dependencies are not shown at all,Park,Heo
Feature-request,extension-gallery.md,48381,Feature Request: Recommended VSIX Extensions,Park,Heo
Bug,extension-gallery.md,48367,Recommended Extensions - No suggestions,Park,Heo
Feature-request,extension-gallery.md,13456,Better UX for recommended extensions,Park,Heo
Bug,extension-gallery.md,46407,Show recommendations gives error message,Park,Heo
Feature-request,extension-gallery.md,70000,Extension contributes settings don't take effect until vscode restarted now,Park,Heo
Bug,css.md,68554,Unable to load html/css custom data contribution,Park,Heo
Feature-request,html.md,69457,html' snippet is annoying and easily inserts by accident when typing any html,Park,Heo
Feature-request,html.md,57469,"[html] Support SCSS in HTML with <style type=""text/scss"">",Park,Heo
Feature-request,html.md,63955,HTML attribute/attribute-value completion documentation,Park,Heo
Feature-request,html.md,62976,Web Components support in HTML files,Park,Heo
Feature-request,html.md,2784,[html] Add support for custom tag providers for HTML,Park,Heo
Feature-request,html.md,58315,[html] Automatically delete HTML closing tag when converting to self-closing tag,Park,Heo
Bug,html.md,45367,closing tag in html,Park,Heo
Feature-request,html.md,57968,use language server for onEnterRules,Park,Heo
Feature-request,html.md,45402,[html] For auto close tag after finish type the code quick press 'tab' to move the cursor to the end of the close tag,Park,Heo
Bug,html.md,38391,Closing HTML tag not highlighting in PHP files.,Park,Heo
Feature-request,html.md,12787,[html] closing </script> tag is not proposed,Park,Heo
Bug,html.md,44324,Auto Close tags in html is so annoying,Park,Heo
Feature-request,html.md,7351,[html] Closing markup tags should auto-format/indent,Park,Heo
