Labels,Document Files,Section,Issue Number,Title,Contributor
Enhencement,Debugger,,610,Column Select + Transpose line does not actually transpose text,Park
Enhencement,Preferences,,607,separate the autocomplete and calltip config,Park
Enhencement,Node.js,,603,Latest jshint (2.9.0) with Komodo Edit (version 9.2.0  build 15966) fails,Park
Enhencement,Keybindings,,588,Add Support for Iterating Through Misspelled Words,Park
Enhencement,Syntax Checker,,574,Show syntax error indicators in minimap,Park
Enhencement,Starting Komodo,,559,Prompt error when opening komodo,Park
Enhencement,Komodo Packages,,545,Komodo IDE 9.2 gets very sluggish after a while,Park
Enhencement,Templates,,539,Improve Unified Menu UX,Park
Enhencement,Editor,,534,Copied text lost after Komodo is closed (Linux),Park
Enhencement,Node.js,,531,jshint (and presumably jslint) custom interpreter expecs a JS file,Park
Enhencement,Code Intelligence,,528,CodeIntel isn't aware of the return type of Kernel#gets in Ruby,Park
Enhencement,Extensions,,527,"Ruby ""online definition"" is forwarding to an obsolete URL",Park
Enhencement,Preferences,,518,Make Advanced Options Easier To Discover,Park
Enhencement,Working With Files,,512,"Add ""Close files by type"" feature for Open Files pane",Park
Enhencement,Projects,,499,"Can't cancel ""close your project's files?"" prompt when closing Komodo",Park
Enhencement,Preferences,,498,"Disable ""Enable autocomplete fill-up characters"" by default",Park
Enhencement,The Komodo Workspace,,488,no contrast between less and php file icons,Park
Enhencement,Editor,,481,Colorize minus before values as value,Park
Enhencement,The Komodo Workspace,,471,Server configuration Icons,Park
Enhencement,Find & Replace,,467,Find/Replace should not care about whether it recognizes an extension,Park
Enhencement,PHP,,447,Allow HTML5 for language PHP,Park
Enhencement,Code Intelligence,,444,Spastic Code intel Throbber,Park
Enhencement,Working With Files,,439,Saving opened files¡¯ changes in buffer #Enhancement,Park
Enhencement,Commando (Go To Anything),,413,Commando: Request for toggle functionality (show/hide Commando),Park
Enhencement,The Komodo Workspace,,400,New type of fold indicator controls,Park
Enhencement,Preferences,,398,dark window theme problem: checkboxes in grid view appear black ,Park
Enhencement,Preferences,,396,"Brace highlighting causes neighbor character's style to ""flicker""",Park
Enhencement,Working With Files,,385,remember folding setting for a file,Park
Enhencement,Preferences,,380,"""Find"" dialog's ""pattern not found"" message is mostly invisible with dark window theme",Park
Enhencement,Custom Toolbars & Menu¡¯s,,373,Select Server dropdown in Places SideBar,Park
Enhencement,Working With Files,,348,Preserve dirty/unsaved files when restarting Komodo,Park
Enhencement,Keybindings,,336,Remove restart after applying keybindings dialog,Park
Enhencement,PHP,,330,"Add support for ""use()"" in PHP function definitions",Park
Enhencement,Find & Replace,,325,Change location of feedback block on Find dialog,Park
Enhencement,Preferences,,313,OSX KomodoIDE requires firewall approval on startup because codesign verification fails,Park
Enhencement,PHP,,302,Update PHPUnit Compatibility,Park
Enhencement,The Komodo Workspace,,301,Facilitate adding/removing bookmarks,Park
Enhencement,Editor,,271,Integrate EditorConfig,Park
Enhencement,Tutorials,,264,Indentation guides,Park
Enhencement,Debugger,,256,Removing breakpoint indicator,Park
Enhencement,The Komodo Workspace,,231,"""Save as"" in split view",Park
Enhencement,The Komodo Workspace,,211,Not clear what tab is active in split view ,Park
Enhencement,Debugger,,203,Improve Doc popups for functions,Park
Enhencement,The Komodo Workspace,,198,Remove all uppercase characters from widget titles on OSX,Park
Enhencement,Code Intelligence,,195,Exlcude/include functionality for code intel ,Park
Enhencement,Working With Files,,191,"""Open Files"" panel not updated after File > Save As..",Park
Enhencement,Find & Replace,,187,Regression in Replace,Park
Enhencement,Preferences,,181,Track Changes window should use settings from color scheme,Park
Enhencement,Preferences,,161,Scale pixels based on platform settings,Park
Enhencement,Preferences,,157,It takes longer than usual to apply color schemes,Park
Enhencement,Publishing,,148,Publishing: Enable one-way synchronization,Park
Enhencement,Syntax Checker,,140,Django syntax checking doesn't support Python 3 natively (requires workaround),Park
Enhencement,The Komodo Workspace,,136,Add command/shortcut for jump to next find widget result,Park
Enhencement,Node.js,,127,JSON validator doesn't work properly,Park
Enhencement,Preferences,,126,Add a way of resetting file level prefs (globally),Park
Enhencement,Google Chrome,,124,Go to definition from HTML to CSS,Park
Enhencement,Commando (Go To Anything),,116,"Add Commando support for ""existing folders"" in projects",Park
Enhencement,Syntax Checker,,82,Add syntax checking warnings/errors to Notify,Park
Enhencement,Working With Files,,3819,Folding in text files,Park
Enhencement,Find & Replace,,3532,No Feedback for Replace All,Park
Enhencement,Working With Files,,3531,Right-click on file Tab > Show in Explorer,Park
Enhencement,Editor,,3476,Please allow disable of Drag and Drop editing ,Park
Enhencement,Debugger,,3474,Komodo 10 can't debug with byebug 10.0.0,Park
Enhencement,Node.js,,3460,Add support for Nodejs 8 and higher,Park
Enhencement,Syntax Checker,,3452,New syntax for pseudo elements broken in K11,Park
Enhencement,Python,,3443,Codeintel on KomodoIDE11 fails when using python3 `async with`,Park
Enhencement,Working With Files,,3350,Handling of errors re-opening files at Komodo startup could be more helpful,Park
Enhencement,Unit Testing,,3345,Unit-testing extension change request related to pytest parsing,Park
Enhencement,Preferences,,3271,Centralize or align exe pref path loading,Park
Enhencement,The Komodo Workspace,,3244,Can't see a widget with short information about any variable/class/function when I do Ctrl+mouseover,Park
Enhencement,Templates,,3171,New File from Template vertical scrollbar overlaps horizontal lines,Park
Enhencement,Preferences,,3188,No Colour Schemes for Status Bar ,Park
Enhencement,Working With Files,,3167,Makefile should force tabs (spaces aren't supported in make),Park
Enhencement,Commando (Go To Anything),,3137,Commando: Komodo package manager can't actually manage package other than addons.,Park
Enhencement,Commando (Go To Anything),,3133,"COmmando: Setting `Max results` too low removes certain ""everything scope"" items",Park
Enhencement,Python,,3120,Code completion is not working for some of the python functions,Park
Enhencement,Google Chrome,,3095,When autocompleting html attributes instert =,Park
Enhencement,Projects,,3062,Project Wizards Open Project buttons should have `O` as access key,Park
Enhencement,Toolbox,,3023,Can't see folder open indicators (`>` & `v`) in places and Toolbox,Park
Enhencement,Regex Tool,,3006,Regex Window Buttons at the top of window should be toggle checkboxes,Park
Enhencement,Commando (Go To Anything),,2977,commando selection changes when results are updated,Park
Enhencement,Debugger,,2967,Print debugging symbol flickers when toggled,Park
Enhencement,Working With Files,,2957,can't Copy/Paste folders in places,Park
Enhencement,Perl,,2866,Update Perl Debugger,Park
Enhencement,Custom Toolbars & Menu¡¯s,,2951,Start Debugger needs screenshot of tool bar,Park
Enhencement,The Komodo Workspace,,2857,Add a menu item for 'print statements',Park
Enhencement,Syntax Checker,,2792,Preview: no syntax highlighting for Markdown files,Park
Enhencement,Places Panel,,2721,Allow horizontal scrolling in side panes,Park
Enhencement,Editor,,2714,Editor: Tab-aware paste doesn't paste over selected text.,Park
Enhencement,The Komodo Workspace,,2550,Open Files pane sync to open file,Park
Enhencement,Preferences,,2525,Save Projects Passively,Park
Enhencement,Working With Files,,2474,Open the Find Dialog button is missing a tooltip,Park
Enhencement,Preferences,,2470,Allow to set the onUpdateUI timeout value,Park
Enhencement,Run Commands,,2403,cmd to open file in browser IMMEDIATELY,Park
Enhencement,PHP,,2398,PHP Code Folding for alternate syntax not working,Park
Enhencement,Commando (Go To Anything),,2308,"Indicate ""Go to Anything"" action",Park
Enhencement,PHP,,2335,PHP interface enhancements,Park
Enhencement,Package Manager Integration,,2318,Packages missing version number/about section,Park
Enhencement,Python,,2299,Use type hints info in codeintel for python3 ,Park
Enhencement,Node.js,,2284,Update Node dbgp (if necessary) for Node 6,Park
Enhencement,Working With Files,,2237,"Remove ""Find in Files"" tool sample",Park
Enhencement,The Komodo Workspace,,1897,Edit breakpoints from breakpoint margin,Park
Enhencement,Preferences,,1859,Auto-complete for keyframes indetifiers in CSS/SCSS,Park
Enhencement,Publishing,,1829,Publishing Dialog check sync process shouldn't check files of deleted folder,Park
Enhencement,Tutorials,,1787,Create Tutorials,Park
Enhencement,Preferences,,1772,Prefs > File Associations UI/UX upgrades Umbrella Ticket,Park
Enhencement,Debugger,,1834,Add Slim syntax support,Park
Enhencement,Preferences,,1771,Allow search for file extension in Prefs > File Associations,Park
Enhencement,Preferences,,1765,Show whitespaces  linenumbers and indent guides in the scheme preview,Park
Enhencement,Syntax Checker,,1648,Syntax checker dynamic button and number appear even if it's not configured for the file,Park
Enhencement,Commando (Go To Anything),,1640,Commando: Ability to use relative paths from _both_ project and current file ,Park
Bug,Extensions ,,3336,ESLint support.,Eun
Bug,Editor ,,2798,"Implement ""highlight words""",Eun
Bug,Preferences,,2797,Highlight variable groupbox is not there?,Eun
Bug,PHP,,1992,Update xdebug bits to include PHP7,Eun
Bug,Preferences,,1955,Komodo freezes if it loses temporarily network connection while remote dir is opened via sftp,Eun
Bug,Debugger,,1817,"""Close all"" missing",Eun
Bug,Templates,,1778,Jinja2 template support,Eun
Bug,Source Code Control (VCS),,1449,Add handlebars support ,Eun
Bug,Preferences,,1448,Add syntax checking for Angular,Eun
Bug,Unit testing,,1249,No auto-completion for PHPUnit,Eun
Bug,Extensions,,1189,"Create iterative ""block selection"" mechanic",Eun
Bug,Editor ,,1157,Show trackchanges and syntax issues in Minimap,Eun
Bug,Editor ,,1156,Show bookmarks in minimap,Eun
Bug,Editor ,,1116,Auto multi caret when deleting delimiters,Eun
Bug,Editor ,,1115,Auto multi caret when selecting delimiters,Eun
Bug,Publishing,,1096,Shortcut for publishing synchronize,Eun
Bug,Debugger,,945,Preview should auto-update and scroll.,Eun
Bug,Extensions ,,725,Feature request: jsx support.,Eun
Bug,Editor ,,485,"Add structured edit (""paredit"") for Lisps ",Eun
Bug,Code Intelligence,,438,Fetch CSS files in HTML files to provide auto-complete for classes and ids,Eun
Bug,Editor ,,332,Auto spellcheck support for markdown files Support ,Eun
Bug,Regex Tool,,137,Automatically spellcheck in commentszkxhr142834a,Eun
Bug,Editor ,,3647,Feature Request: Make all Text at the Minimap Visible at all Times,Eun
Bug,Preferences,,3574,Replace pep8 with pycodestyle,Eun
Bug,Komodo Packages,,3483,Provide snap package,Eun
Bug,Templates,,3455,New file from template allow for creating new template's from commando,Eun
Bug,Code Intelligence,,3403,Rust support,Eun
Bug,Unit Testing,,3392,Update pytest parser to support 3.3 ,Eun
Bug,Editor ,,3377,LESS / CSS selector autocompletion not working.,Eun
Bug,Preferences,,3305,Import additional cix catalog conditionally,Eun
Bug,Extensions ,,3294,Markdown preview add option to change color scheme,Eun
Bug,Debugger,,3007,"Add ""Remove/Disable all Print Debugging statements"" feature",Eun
Bug,Templates,,2876,Allow for editing framework options trough project preferences,Eun
Bug,Support & Feedback,,2861,Add support for PHP Coding Standard Fixer,Eun
Bug,Toolbox,,2856,"Add ""Import Sample Tools Again"" to toolbox",Eun
Bug,Editor ,,2844,Sync scrolling in the editor and the preview windows,Eun
Bug,Extensions ,,2397,Komodo should inform the user if required SCM is not installed ,Eun
Bug,Extensions ,,2323,Feature Request : Built-in Terminal ,Eun
Bug,Support & Feedback,,2158,Add support for ES7,Eun
Bug,Support & Feedback,,2110,Add Stylus support,Eun
Bug,Extensions ,,2006,Start Komodo from terminal and create project in current dir ,Eun
Bug,Komodo Packages,,1986,Provide Debian packages,Eun
Bug,Perl,,1959,Implement async remote files,Eun
Bug,Publishing,,1953,"Dynamic toolbar - ""Init"" mechanic",Eun
Bug,Editor ,,1896,Komodo Edit 10 Autocomplete not show options' list ,Eun
Bug,Editor ,,1887,Create interactive buffer scrollbar,Eun
Bug,Tutorial Tool,,1868,support multiple callouts in tutorial callouts,Eun
Bug,Editor ,,1840,Arbitrary Folding blocks: highlight > Fold,Eun
Bug,Extensions ,,1837,Change extension for selected file(s),Eun
Bug,Commando (Go To Anything),,1508,"Create ""Preferences"" scope",Eun
Bug,Preferences,,1101,Support project level file associations,Eun
Bug,Support & Feedback,,905,Feature request: Filter places based on RCS properties,Eun
Bug,Support & Feedback,,868,Add Unity Menubar support ,Eun
Bug,Working With Files,,792,Tabs don't allow to distinguish between same file names ,Eun
Bug,Preferences,,479,Support .jshintrc config file. ,Eun
Bug,Starting Komodo,,473,Other windows clicked out of view?,Eun
Bug,Editor ,,278,Auto-including for classes ,Eun
Bug,Editor ,,145,Highlight text where equals with selected text ?,Eun
Bug,Code Intelligence,,3529,Code Intel Crashes repeatedly then finally dies permanently,Eun
Bug,Code Intelligence,,3458,Less variable auto completion broken in K11,Eun
Bug,Refactoring,,3342,"Komodo IDE 11.0.1: Refactoring variablesname doesn't work -> Exception... ""[JavaScript Error: ""legacy is not defined",Eun
Bug,Code Profiling,,3330,profiler window is not being launched,Eun
Bug,Tutorials,,3176,Komodo crashes when using custom color scheme in startup wizard,Eun
Bug,Editor ,,3147,Track changes dialog won't close,Eun
Bug,Code Intelligence,,3039,Completions don't consider import directories,Eun
Bug,Tutorials,,3009,Code intel is not picking up installed modules for Python ,Eun
Bug,Working With Files,,2972,Komodo not respecting timeout period for remomte file ops,Eun
Bug,Working With Files,,2914,Komodo throws exception when creating a new file with the same name as an existing file,Eun
Bug,Tutorials,,2819,Strange white border in startup wizard on macOS,Eun
Bug,Perl,,2782,Perl lvalue subs break in the Komodo IDE debugger,Eun
Bug,Editor Hyperlinks,,2753,Color picker doesnt work,Eun
Bug,Support & Feedback,,2709,Windows: Can't install Komodo 11 side-by-side K 10,Eun
Bug,Collaboration,,2544,Can't use collaboration feature,Eun
Bug,Extensions ,,2420,Javascript template literals don't work in embedded javascript?,Eun
Bug,Projects,,2382,Unable to add Remote Folders,Eun
Bug,Google Chrome,,2243,"Chrome Debugging on Windows Fails With File ""unavailable for debugging"" ",Eun
Bug,Commando (Go To Anything),,2089,Not opening file from top text entry,Eun
Bug,Publishing,,1848,Publishing Dialog seems to hang when pushing large projects ,Eun
Bug,Editor ,,1715,"prefs: remove ""Track Changes"" color scheme preferences from Edit ",Eun
Bug,Custom Toolbars & Menu¡¯s,,1605,Toolbox Icons Are Not Re-sized As Needed,Eun
Bug,Working With Files,,1516,Duplicate entries in Tools menu,Eun
Bug,Tutorials,,1495,Publishing icons overlap in Places,Eun
Bug,Ruby,,1399,Ruby debugger does not respect the order of puts and gets ,Eun
Bug,Source Code Control (VCS),,1376,[10.0] crash when changing style preferences then can't launch,Eun
Bug,Regex Tool,,1283,RxToolkit: Cannot use JavaScript,Eun
Bug,Commando (Go To Anything),,1241,CodeIntel incomplete  inability to use section scope,Eun
Bug,Code Profiling,,1213,Cannot Start Komodo 10 With a Clean Profile,Eun
Bug,Tutorial Tool,,1104,Tutorial: CallOuts don't appear to work,Eun
Bug,Code Intelligence,,970,Komodo 9 Codeinteligence UpperLetters bug dont fixed,Eun
Bug,Find & Replace,,883,Hard to control search panels with tab key,Eun
Bug,Tabstops,,820,Elastic tabstops width,Eun
Bug,Custom Toolbars & Menu¡¯s,,762,Images of New Toolbar Buttons Difficult to See,Eun
Bug,Commando (Go To Anything),,667,Commando: Relative paths don't seem to work. ,Eun
Bug,Editor ,,576,Spellchecker: doesn't update state when word is changed,Eun
Bug,Code Intelligence,,449,Perl code intelligence does not recognize logical defined or operator in sub ,Eun
Bug,Working With Files,,369,"Remote File Dialog throwing ""not defined"" errors",Eun
Bug,Extensions ,,286,"""Create Komodo Language"" does not properly generate a LangInfo class",Eun
Bug,Working With Files,,155,Error when rename only changes case on Windows,Eun
Bug,Debugger,,102,Debugger - have to execute the Start command twice,Eun
Bug,Regex Tool,,42,RX Toolkit / regex os x editor text invisible,Eun
Bug,Editor ,,3546,Language Support,Eun
Bug,Publishing,,3515,Publishing Allow reload of dialog after sync,Eun
Bug,Code Intelligence,,3375,Code Completion fails in Komodo IDE 11,Eun
Bug,Tabstops,,3307,Elastic Tabstops slows down Komodo significantly when used on large files,Eun
Bug,Regex Tool,,3187,Match variable does not work when variable selected,Eun
Bug,Editor ,,3135,Clipboard manager paste doesnt relocate caret ,Eun
Bug,Extensions ,,3045,CodeIntel prefs prompt for restart on all pref changes,Eun
Bug,Regex Tool,,3003,PHP CodeIntel - dollar signs aren't part of the variable name,Eun
Bug,Code Intelligence,,2975,PHP Completions show CSS  JavaScript  HTML namespaces,Eun
Bug,Extensions ,,2906,Language is not detected for new files,Eun
Bug,Debugger,,2859,Unable to disable 'print statements' in the editor by renaming toolbox,Eun
Bug,Tutorials,,2842,Getting Started Tutorial doesn't start after First Start Wiz,Eun
Bug,Starting Komodo,,2836,Unable to right click on a filename,Eun
Bug,Preferences,,2768,Commando results aren't sorted properly,Eun
Bug,Preferences,,2783,Syntax Checking messages are showing up in Notifications pane,Eun
Bug,Editor ,,2791,Markdown preview button is still there,Eun
Bug,Toolbox,,2741,Toolbox: Toolbox tools are not being imported properly,Eun
Bug,Preferences,,2766,Code Intel fails to complete scan of Komodo project,Eun
Bug,Templates,,2712,There are no File templates,Eun
Bug,Tutorials,,2658,The First Start Wizard window is broken on the master branch ,Eun
Bug,Sections List,,2533,SCC statusbar: does not show branches with / in them,Eun
Bug,The Komodo Workspace,,2519,Options 'Copy' or 'Move' are not working in Commando ,Eun
Bug,Code Profiling,,2497,Shadow on Windows around CodeProfiler window ,Eun
Bug,Python,,2480,Encoding error when debugging Python on Windows #,Eun
Bug,Editor ,,2467,Minimap doesn't move when scrolling via wheel in editor,Eun
Bug,Run Commands,,2412,Komodo can't parse ActiveGo version output,Eun
Bug,Preferences,,2387,Checkboxes not showing for listitems with type=checkbox,Eun
Bug,Snippets,,2375,language undefined warning when saving snippets,Eun
Bug,Editor ,,2368,Custom Formatters Fail,Eun
Bug,Unit Testing,,2273,Selecting Framework in Unittest wizard moves the window,Eun
Bug,Regex Tool,,2241,PHP Codeintel Cannot Handle Variable Assignment in Single-Line 'if' Conditional,Eun
